replicate,E,A,B,alpha,beta
38,1.6898079830417054,0.3540163631606093,1.2402401456544765,0.3399507444644097,0.2798960689710726
39,1.6898358784242535,0.35403432630127135,1.2402268111638273,0.3399395075689361,0.2799258497214597
40,1.6898586232103732,0.35383605496335346,1.2403141632903976,0.3401354252073301,0.2798342144602874
41,1.6899673993353748,0.3539419982998309,1.2401672673151554,0.33999913027736284,0.27994582271465307
42,1.689824002900568,0.3539694536594356,1.2402980468470317,0.33997899492295586,0.2798876088746303
43,1.6898578846806747,0.35387410069269476,1.24037615651832,0.3400865417709948,0.2798688058920083
44,1.6898033089286733,0.35397305839650534,1.2402641963047296,0.33998029602922875,0.27987000745518875
45,1.689859047607269,0.35397846888529233,1.2402886591339297,0.3399771518952312,0.2799149728478308
46,1.6897805311591154,0.3539962078302595,1.2403306649885273,0.3399687056688118,0.2798818252519196
47,1.6895895415468862,0.3540910753931647,1.2403467410042903,0.3397337473761243,0.2798331816658202
48,1.689849895820649,0.3538829545323469,1.2403262884000053,0.3400753407471278,0.2798589310374225
49,1.6898102138095363,0.35400557592817333,1.2402327910568454,0.3399549087633567,0.27988548373206223
50,1.6897388404738432,0.3540223512593069,1.2403254479423171,0.33995103562209544,0.2798698890870255
51,1.6898144731668336,0.35403239112034585,1.2402540042126178,0.3399396612919775,0.2799139275424872
52,1.6898037757975777,0.3539889264198883,1.2402713768690015,0.3399714346644876,0.27988164538610943
53,1.6897732036730675,0.35398779519036283,1.2403560679156733,0.33997213299388135,0.27987343687651567
54,1.689780561486876,0.3540192272074477,1.2403250067439562,0.339948617520289,0.2798910925558829
55,1.689894776891936,0.35393654020154697,1.2402327841835452,0.34000247583451215,0.2799044965317328
56,1.689955240995028,0.3539406437660823,1.240191107960581,0.3399994144615468,0.27994076493988945
57,1.6897622911954557,0.3539678267787297,1.2403189356773128,0.33998515346842373,0.27984834635361155
58,1.6898997178032666,0.35389094110156166,1.2402554407145707,0.34007616134597235,0.2798850020331683
59,1.6897699569838855,0.354032577145586,1.2402836177757601,0.3399371180081826,0.27988297246502386
60,1.6898692270445612,0.3539159712350503,1.2402878554472323,0.34003970935156286,0.2798850168570414
61,1.689861958714765,0.35393657835482967,1.2402529641094504,0.34000129864141987,0.2798841717483677
62,1.6896308673749576,0.3541796497362022,1.240215917105651,0.33966406962500456,0.27989568349888105
63,1.6899234791995905,0.35393254088738496,1.240193429385672,0.34000789575488405,0.27991841366113457
64,1.6898192937198633,0.35389422083004907,1.2403640194463355,0.3400656045806273,0.2798517839914232
65,1.6898214447816182,0.3539797452999517,1.240278046087366,0.33997431745391005,0.2798878683335052
66,1.6897294214177276,0.35405447196951056,1.240318316488864,0.33991822598516436,0.27987060364026484
67,1.6897746430358653,0.3540627813206897,1.240274289921601,0.33991000504092767,0.2798959847353457
68,1.6897382701940018,0.35403103801793795,1.2403129498258143,0.33994272506010237,0.27986970028082014
69,1.6897855853020607,0.3539840980629644,1.2403396173693002,0.3399706965576766,0.2798756645906268
70,1.6898475058528228,0.3540370178648067,1.2401922632929983,0.33993625244300757,0.27992718661195165
71,1.6897830362263386,0.35391202526536647,1.2404037988725651,0.340048042405475,0.27984337318624863
72,1.6897517297688975,0.3540668395150228,1.2402800931878717,0.33991373482576437,0.27989088954505914
73,1.6898306146488657,0.3539809098333432,1.2402726436997031,0.3399727766263026,0.27989599823417416
74,1.6898572440735435,0.3538510484450327,1.2403427809886216,0.34009506919291804,0.27984329027197946
75,1.6897926261324736,0.35386410684791375,1.2403900528618383,0.34009092669683666,0.27982113790003227
76,1.689828191985003,0.35405324891502576,1.2402302506901408,0.33991978847226934,0.27992230336246077
77,1.6897916817513141,0.3540324153249364,1.240262024073804,0.3399381262851627,0.2798955967190677
78,1.6898079579480834,0.35404012534457346,1.2401930990490042,0.33993136535318985,0.2798972166148815
79,1.689886437605488,0.3538246504065483,1.2403192000453611,0.340146775796373,0.27984720545257735
80,1.6898177549117692,0.3539386439965768,1.2403455345092391,0.3400275977160372,0.27987294888220565
81,1.6898141687062027,0.3540345220055923,1.240193438969678,0.3399366657925189,0.2798993987695613
82,1.6897772826513995,0.3539838724877497,1.2403075259151395,0.33996695677007427,0.27986356365738346
83,1.6901185056347257,0.35349595146356066,1.2404082597651072,0.3404190595575826,0.2797986473404475
84,1.6897726738035763,0.3540051564606526,1.2403039407788508,0.3399516574034644,0.2798706274103313
85,1.6898423336310002,0.3538812123225492,1.2404049079837527,0.34007733453877603,0.27986875838450914
86,1.6897762121059172,0.3539708449893259,1.240347180999403,0.33998272839847227,0.27986524527011813
87,1.6897678628365047,0.35401754914024247,1.2402859250467142,0.339956486567488,0.27988056890477264
88,1.6897855853115884,0.35398409806023656,1.2403396173604961,0.33997069655979023,0.2798756645937453
89,1.689784394549335,0.3540194729641558,1.2402871923185885,0.33995295130914527,0.27989492139530747
90,1.6898119400944698,0.35395094685244716,1.2402949646871335,0.33999410883536063,0.2798700361809683
91,1.68985400122676,0.35388339791555934,1.240322506040231,0.3400726553731633,0.27986029581268246
92,1.6897867805124474,0.3539011312708679,1.2404055923323503,0.34005678086338836,0.2798398414695384
93,1.689702564309999,0.35406110915763256,1.2403812986819294,0.33991215174887135,0.27986610133421236
94,1.6898710836962074,0.3539900133643687,1.240250422259511,0.3399658539400189,0.27992099123448605
95,1.6897837813583898,0.3540460189437727,1.2402941207301061,0.33993260819365706,0.27990769607447463
96,1.6898293375090516,0.35389233069953646,1.2403067016822613,0.34006572106026567,0.2798470165146027
97,1.6898710405287978,0.35395095007801347,1.2402257695842218,0.339993090979277,0.27989609316927716
98,1.6897687856873478,0.3540630549203392,1.2402527298681496,0.33991923393879514,0.27989957678147354
99,1.6897784866629006,0.35399145800923926,1.2402985740548715,0.33996824125292974,0.27986972406038857
100,1.689794853704704,0.3540056974944032,1.2402585362037286,0.33995496175121076,0.27987927568071685
101,1.6898493404437396,0.3539740061370101,1.2402154043424465,0.33997832015655755,0.2798945542059274
102,1.6897729178065304,0.35403125611024755,1.2402807581079056,0.3399487245649407,0.2798809843685771
103,1.689721323014854,0.3541177193678181,1.2402597451545028,0.3398850777545703,0.27990797974302944
104,1.689863304061985,0.3539746619717847,1.240245368911463,0.3399785473841366,0.27990800414204214
105,1.6897597149954524,0.35392195669008825,1.240450327613327,0.34003584084187477,0.27984110078196545
106,1.689742352367988,0.35400375346291413,1.240350851553775,0.3399608632099698,0.27986150085637224
107,1.6898079580427154,0.35404012525611267,1.2401930990284578,0.33993136541490915,0.27989721662121103
108,1.690061885616209,0.35367790242192965,1.2403635461988178,0.34022602266210233,0.2798739275549311
109,1.689766485587515,0.35397735727972734,1.2403577752549275,0.3399795292241842,0.279866586003988
110,1.6898988939240485,0.3539038853307448,1.2402082237662664,0.3400250153865408,0.2798829155506191
111,1.6897867920668534,0.3539811175874236,1.2402947928596906,0.339973092014798,0.27987108849917575
112,1.689871040545108,0.3539509500580493,1.2402257695864696,0.33999309099342495,0.27989609316889413
113,1.6898214632188013,0.353915252301222,1.2404048212466767,0.3400463286323435,0.2798731296579634
114,1.689844792715438,0.35391019402858404,1.240372374472355,0.3400469545662414,0.279877860514067
115,1.6897991533705916,0.3540362349061487,1.2402956808116945,0.33993177866130736,0.27990436339330727
116,1.689803341245228,0.3539971881602072,1.2403087299394637,0.33996339134735387,0.27989226757394003
117,1.6899319377126865,0.3539166068561562,1.2402164236422617,0.34001322774915677,0.279910042979721
118,1.6898837106400708,0.3539345089837061,1.2402673326689184,0.3400043182691418,0.2799031601466111
119,1.6898614346510794,0.35396416396770974,1.2401935257689227,0.33998689349237593,0.2798950265112622
120,1.6898845434281007,0.3539274647496115,1.24021696458577,0.34001015779016214,0.2798912213509049
121,1.689798043571247,0.35407882448044453,1.2401980033544049,0.33990954459811723,0.27992123863318763
122,1.6897731913804366,0.35394543485923496,1.240320900171179,0.3400018251081621,0.2798437624046837
123,1.690007626061027,0.35374773551442606,1.2402410796816443,0.3401271454909484,0.2798617258480971
124,1.6898738220736438,0.3539176270992391,1.2402534784971118,0.34001662448588665,0.279885300391131
125,1.689460838036995,0.35433513162438657,1.240237455592624,0.339440998973951,0.2798930291885138
126,1.6898014462793352,0.3540180481918932,1.2402760818356315,0.339944149321537,0.2798924527972633
127,1.6898639877545096,0.353866688580355,1.240336993185326,0.3400915910242721,0.27986265196094073
128,1.6897784866195875,0.3539914580454398,1.2402985740699408,0.3399682412267151,0.2798697240555161
129,1.6899314813352109,0.3539663050383707,1.240172743569288,0.3399832997461454,0.2799376093393898
130,1.6897388642739297,0.353973165212734,1.240377963339045,0.3399800350423631,0.2798462623185199
131,1.6897690314896634,0.35387381319248673,1.240436579784808,0.34008193444224954,0.27981886706718445
132,1.6896004164462288,0.35400904583553033,1.2404458380018584,0.33999133925825326,0.27980253472962735
133,1.6898654880457609,0.35389484241545777,1.2403632494753682,0.3400668450865444,0.2798850736336627
134,1.689825458169385,0.3539010461835607,1.2403729031266262,0.34005734684246053,0.27985997656783607
135,1.689742580662425,0.35393594995392114,1.240351715799803,0.3400042804369367,0.279823838491405
136,1.689821283412581,0.3539948373808345,1.2402438384696424,0.339964932999401,0.27989138592949286
137,1.6898296085277567,0.3539466329907207,1.2402912076913106,0.33999612123139344,0.27987815245476155
138,1.6898848623743687,0.35389253759308575,1.2403916516845968,0.3400667182637659,0.27990185517323235
139,1.6897473489562442,0.3539434946493032,1.2404485345410454,0.3400179574674662,0.2798446322398472
140,1.6898085433883365,0.3539919197070993,1.2402692418798065,0.3399648647961223,0.2798829964458712
141,1.6898841522887242,0.3539130113729181,1.240262219050971,0.34002133785159133,0.27989360600770335
142,1.6897915328270028,0.35398079882482625,1.24031808159063,0.3399775059366745,0.27987831729771157
143,1.689882638650686,0.35393603804785695,1.2402780388805925,0.34000425992571454,0.27990688064769215
144,1.689955736801654,0.3539099763992969,1.2402001105358227,0.34002080334331847,0.27992463283857
145,1.6896179196900778,0.3540938200375143,1.2403264407994967,0.33975707451398257,0.2798478976323299
146,1.689825547956935,0.353886023798691,1.240385317096806,0.34007560742462606,0.27985684608786393
147,1.6897364291030526,0.35401817474558056,1.2403741397133379,0.3399504945785392,0.27986872958935627
148,1.6898898871996217,0.35394142202797063,1.240263576747862,0.3399991839275447,0.2799112768063398
149,1.6897613112689278,0.3539724375470269,1.2403277349596424,0.33998248677353116,0.2798532197901045
150,1.6898647611119444,0.3539743540879832,1.2402326114479303,0.3399757007723196,0.2799055493088309
151,1.689789831001833,0.3539811135275961,1.2403503233320998,0.33997316308954806,0.2798793850114478
152,1.6897153242558458,0.3540057395903446,1.2403049076634431,0.33988584507560776,0.2798505487769989
153,1.6898386644702237,0.3539329068853243,1.2403343881821367,0.3400220522141257,0.2798827410331417
154,1.6898876867868364,0.35391967863572604,1.2403054865474719,0.3400436895968542,0.27990151307345923
155,1.6897218254823196,0.35395983166732825,1.2403535922954925,0.3399917231894212,0.27982362642189196
156,1.6898381220737573,0.3538939585188101,1.240402943552617,0.3400668509973783,0.2798733422512229
157,1.6897904368599326,0.3539369370728664,1.2402848209464716,0.3400058709079973,0.27984748870124193
158,1.689844418700249,0.35389974649612094,1.2402574474507555,0.34003010318441457,0.2798561779889647
159,1.6899439168967936,0.3539249135985435,1.2401478381368105,0.3400102854849311,0.27991384621766163
160,1.689719053193884,0.35409791073910163,1.24036602438718,0.33988061761940147,0.2798914324351099
161,1.6898667439140822,0.35394194594075723,1.2402710242003736,0.3400006061044353,0.2798984775965712
162,1.689794676002526,0.3539688936657388,1.240285991358279,0.3399808609345031,0.27986621571387804
163,1.6898160066756382,0.35402312585107576,1.2402055968818326,0.3399446307203381,0.2798974052751519
164,1.6897865038847557,0.3540502577259172,1.2403207633679594,0.3399215378744789,0.2799080593686997
165,1.6898065762576908,0.35399415284639973,1.2403106307437488,0.3399644652266572,0.27989111666823147
166,1.6898376616791972,0.35402765107459355,1.2402106477620778,0.33993741677142436,0.2799103934774789
167,1.6898276755726294,0.3540110615882272,1.2402346625827187,0.3399537479992845,0.27990428359029124
168,1.6898207238403347,0.3538454874587275,1.2403951774111799,0.34011847061286254,0.2798297564573939
169,1.6898700398952167,0.35403313847304263,1.2401779749328916,0.33993460953335275,0.27993053021928643
170,1.6897065189215754,0.3540210179549675,1.2402988483294155,0.33995084523569996,0.2798452865211534
171,1.6898093867114272,0.3538837379676204,1.240346399085966,0.340075713892644,0.279835285423674
172,1.6898125172472023,0.3538812733058659,1.2403589804377895,0.34007753885520464,0.2798387942066009
173,1.6899695601355085,0.3537527066454635,1.2404067855561869,0.34017012572960825,0.2798685458449778
174,1.6898998955643496,0.35393659951955564,1.2402889770567336,0.3400311804427256,0.2799180928142113
175,1.6899669216235367,0.3537583360303559,1.2403691210655237,0.340166654761243,0.27986134118897193
176,1.689863561798719,0.35396901290239513,1.2402224173234861,0.3399818146177283,0.27990295821677225
177,1.6897311254271083,0.35402535634275045,1.2403955253054035,0.3399491776411149,0.27987710956528705
178,1.6898364204065202,0.3539799659760941,1.2402601458611668,0.3399724230128397,0.2798958095713529
179,1.689764958708482,0.35401742799976826,1.240343248515291,0.33995425843720045,0.27988533311016667
180,1.6897386271213384,0.35398865171934185,1.240408840228998,0.33998117955437857,0.2798563617313778
181,1.6899076510092925,0.35393286232970256,1.2402705938016125,0.3400048079479645,0.2799196791605559
182,1.6897140065511596,0.3540718520574217,1.2403433979170893,0.33990571050206003,0.2798743004133931
183,1.6898170812762743,0.353939506465602,1.2402861631335838,0.34000188321562536,0.27986516341723605
184,1.6899118036092984,0.35393433163744037,1.2401860766963915,0.3400053764286809,0.279907827013034
185,1.6898047218265422,0.35387503450999414,1.2403395686320349,0.3400823128127543,0.27982582680363666
186,1.6894696888400857,0.35425028337012066,1.240377896971317,0.33980808888268255,0.2798606139298986
187,1.6898190195493437,0.35404825882660607,1.2402357303179625,0.3399229909486671,0.27991408962526837
188,1.6898194977640655,0.3540122801734402,1.240227987870124,0.3399549188187371,0.27989806234292486
189,1.6897440315158563,0.3539731385914737,1.240365464911594,0.3399791490657105,0.2798460734047042
190,1.6897122106318043,0.3540587809029702,1.2403776286997164,0.3399120998556496,0.27986984549169824
191,1.689871606569389,0.35395120216019427,1.2402565616479528,0.33999247324107534,0.2799028737692937
192,1.6898159179536734,0.3540078981948379,1.2402727298490603,0.33995558201730663,0.27989931740990365
193,1.6898106075635435,0.3540050984845726,1.2402741812432903,0.33995521152752267,0.2798936036623489
194,1.6897934360587028,0.3538917247544004,1.2404037154051806,0.34006678656903716,0.27984005371669607
195,1.6897796542446102,0.3539829662498285,1.2402880406555947,0.3399755847302357,0.2798649508831667
196,1.6898162797240077,0.3539777508953546,1.240249155081136,0.3399770501535078,0.27987993665240396
197,1.6897584619539097,0.3539747826860753,1.2402866980835703,0.33998328113333326,0.2798472763410759
198,1.6897494453192365,0.35403684251403267,1.2403754911880955,0.33993398303310746,0.2798864002922818
199,1.689818914752813,0.3539820520715057,1.2402783875633898,0.3399768171853192,0.27989004973052906
200,1.6898486964764428,0.35390607666987095,1.2403830803887723,0.3400525311980634,0.279881580851421
201,1.6898647611541975,0.35397435404100464,1.24023261144506,0.33997570080538125,0.27990554930941286
202,1.689777950261467,0.35401542598031777,1.2402925700327527,0.33994518651824984,0.27987681159261557
203,1.6898373652435126,0.3540243782148908,1.240265134896296,0.3399470606913124,0.27992315009822494
204,1.6899118035924008,0.35393433164564286,1.2401860767105828,0.3400053764230329,0.2799078270091713
205,1.6898558542488642,0.35397359483744917,1.2402490596702316,0.33997964789895524,0.27990332173846494
206,1.689730171921824,0.35402969911139387,1.2403664912416439,0.33994402572106225,0.2798758294878316
207,1.6897943887974118,0.3539574409265164,1.2403672417729648,0.3400086714905713,0.27986924422419057
208,1.6897134055806347,0.3540000001817822,1.240415626745684,0.3399660524860817,0.2798534675758246
209,1.6897649586785803,0.3540174280319531,1.2403432485172607,0.3399542584123587,0.2798853331092688
210,1.68984842020557,0.3538987170182267,1.2403331237950277,0.3400618178121887,0.27986838834059946
211,1.6898113930591272,0.35397211989215527,1.2403037910896362,0.33998197689404963,0.27988166048596674
212,1.6898481091275968,0.3538861541190993,1.2403780340884967,0.3400701383028227,0.27986859334918407
213,1.6898427324573637,0.3540198050623028,1.2402074688940037,0.33994890487377005,0.27991620576578746
214,1.6897749117078507,0.3540006818447003,1.240272741460042,0.3399611083845709,0.27987261304825856
215,1.6898766480821956,0.354002281662619,1.2401796779107919,0.33995897588161555,0.2799236791615685
216,1.6897581147918233,0.3539883849914227,1.24032577057562,0.33996912329191803,0.27985780376779956
217,1.6897774291212937,0.3539265573648415,1.2404124263052783,0.3400335653906111,0.2798492984594732
218,1.6897687857344528,0.35406305487866124,1.240252729857789,0.3399192339680725,0.27989957678555516
219,1.6898327520653171,0.35400503727674165,1.2402672468139553,0.33995752358669623,0.2799075318629475
220,1.6898295096315383,0.35389818219919,1.2404173193548689,0.3400636997647358,0.27987331841970214
221,1.6900076261430856,0.3537477354054354,1.2402410797098604,0.34012714556245077,0.2798617258391691
222,1.6898487363862769,0.35403814055758814,1.2402021516066064,0.33993573806944033,0.2799276566041649
223,1.6899272860470618,0.35394344555787893,1.240252211423626,0.3399986719760561,0.2799364711413827
224,1.689853042119179,0.3538765653977919,1.240392409828317,0.3400778071821158,0.2798685695945836
225,1.6897582441381538,0.3540042398779446,1.2403326071873602,0.3399558967591637,0.27986726061495515
226,1.6898410056074258,0.35402878565754603,1.2402363640457579,0.33994255312087,0.2799241358772815
227,1.6898152812908371,0.3540240204940303,1.2402469876338862,0.33994389093772176,0.27990552495838394
228,1.6898266165774618,0.3539719828884834,1.2402369997686062,0.3399825542888942,0.2798819288839472
229,1.6898607585417385,0.353986323889181,1.2402233183168956,0.33997017826115755,0.27990952921757756
230,1.6898123880816949,0.3539602691661652,1.2402930002580093,0.3399868169001363,0.2798746204668919
231,1.6897645740609273,0.35401122051718176,1.2403522011430557,0.3399530920255142,0.27987917235490234
232,1.6898014776954857,0.35398484631600907,1.2402677689828407,0.339973436438775,0.2798819570085763
233,1.6899013122353508,0.3537697405611786,1.2404200552509759,0.3401587294817179,0.27983544693935014
234,1.6898803438171188,0.35398001580713373,1.2401962715483823,0.33997060664064915,0.2799104178971266
235,1.6897866151740397,0.35396661047931766,1.2402879561253777,0.33998390128793654,0.27986163136228415
236,1.6898757924177008,0.353891160500672,1.2402953936039032,0.34006855569742417,0.27987553597613934
237,1.6897887755318903,0.35396621233073616,1.2403434845755044,0.33998556949831815,0.2798699289434946
238,1.689787899642756,0.35387772433433967,1.2403986772921554,0.34007981662008474,0.2798270642538401
239,1.6898842267144072,0.35397489281389616,1.2401533200195118,0.33997719444227587,0.27990563127252
240,1.6897920067362482,0.35398625833837993,1.2403485312691878,0.33996912358841175,0.27988291668877174
241,1.6897594162105922,0.35404654726720325,1.2403213143996736,0.3399313084061837,0.2798957751128621
242,1.6898214631754147,0.3539152523174566,1.2404048212842538,0.3400463286186305,0.2798731296455833
243,1.6898711130145179,0.3539580513358853,1.240265368316575,0.33998759665480655,0.27990774484059533
244,1.689829667838604,0.35389694085890416,1.2402933847139657,0.3400325127131379,0.2798525628903971
245,1.6898256838884342,0.353950169812026,1.2402604151870558,0.3399939307160613,0.27987137190360767
246,1.6897996963337547,0.3540336653130632,1.2402602320420064,0.3399362133409713,0.27989912876776546
247,1.6899282132848084,0.3539651346650818,1.2401742000021194,0.3399820965564895,0.27993189282410547
248,1.6899271509671925,0.3539183799711012,1.240196444414038,0.34001531269997265,0.2799093650307898
249,1.6898524757942268,0.3539140024515347,1.2402828108231216,0.34004176491090665,0.2798720276718334
250,1.6898898367621298,0.3539813034568797,1.240266587965919,0.3399772084701892,0.2799364463004113
251,1.6898912482574031,0.35389107326963304,1.2403665693549242,0.3400651489262397,0.2798981592435819
252,1.6898875809551377,0.35390742024006566,1.240294867310835,0.34004623444623605,0.2798934206946056
253,1.6898093289993632,0.35394384131536505,1.2403080430244178,0.3400059857675371,0.2798646912170564
254,1.6897556203968997,0.35394215491997805,1.2403567540389213,0.3399991243921391,0.27983682833425055
255,1.6898141435304175,0.3540171625050469,1.2402634358161602,0.33995046530676243,0.2799032974273598
256,1.6899019803450428,0.35388953111023774,1.2403218273428083,0.34006865262708,0.2798969042447562
257,1.6897806349167976,0.35403378809832825,1.2402996037374068,0.3399415504479715,0.27989948180671576
258,1.6898252628241097,0.3538886085132642,1.2403871944297198,0.3400694675683604,0.2798566336561261
259,1.689733000956367,0.3540376750588804,1.2403451903341989,0.3399327253934519,0.279870768659363
260,1.6897834605953697,0.3539697381545863,1.240291738304889,0.33998518392042437,0.2798602666081887
261,1.6897482044403553,0.35388562758552,1.2403939663479318,0.3400510516107535,0.2798019899452576
262,1.6898566182975172,0.35390361686868227,1.2402535779331934,0.34002519154414385,0.279861914693875
263,1.689737655230162,0.3540671917982675,1.2403173317838456,0.3399154855160776,0.27989259318726567
264,1.6897582441282948,0.35400423989209817,1.2403326071832248,0.33995589674866755,0.2798672606159831
265,1.6898699419939787,0.35392496582091515,1.2403090708155442,0.3400389766457261,0.27989444915420836
266,1.6897098946569482,0.35403926956578274,1.2404332540848584,0.3399298303782117,0.27986996295702693
267,1.689830579530899,0.3539939559602898,1.2402830960331581,0.3399620591971145,0.2799008559289484
268,1.6898017890997665,0.35402221403704665,1.2402974721874187,0.3399434540913803,0.2799008316447914
269,1.6898928865349365,0.353963175686313,1.240214970127806,0.33998384473482396,0.27991575796720497
270,1.6898302582938969,0.353866338846739,1.2403786539641308,0.34009082458044404,0.2798463369643247
271,1.6898106075892911,0.3540050984829208,1.2402741812185916,0.33995521153007396,0.2798936036706588
272,1.6897784866699002,0.3539914579925879,1.240298574064419,0.33996824126566366,0.27986972405734833
273,1.6898220553510093,0.35396279259402535,1.2402715491736183,0.33999166553557825,0.2798805928498924
274,1.6897950369511738,0.35398898132173867,1.240328872592114,0.3399727602947503,0.27988535712765605
275,1.689856443263168,0.35395307178313606,1.240230913116288,0.33998999949321257,0.2798856964698418
276,1.689860877583644,0.353969651036395,1.240216475489608,0.3399832021084829,0.2799000733124873
277,1.6898334895896792,0.3539132609668083,1.2403205411938176,0.3400443183916417,0.2798648800517906
278,1.6897432287463092,0.3539956922568195,1.2403633497922077,0.3399682367814865,0.279861689690782
279,1.689955403722611,0.35377411452935636,1.2402726700181144,0.34022054209448516,0.27984947882573447
280,1.6900551515362392,0.35375081225754557,1.2402152360839525,0.3401249918002388,0.2798913197393127
281,1.6898497938790633,0.3538766644736377,1.2403387866330902,0.34008424608463533,0.27985911990309176
282,1.6899000785931617,0.35389027403408413,1.240309243341027,0.34006769566953743,0.2798933965427161
283,1.689668184384444,0.35410992261053764,1.2402753575026115,0.3397365300760349,0.2798848281299177
284,1.6898380869614593,0.3540090127312398,1.2402451961196843,0.3399527298981727,0.2799090569377742
285,1.6898811346460758,0.35393417819795236,1.2402155769568102,0.340005884832946,0.2798935014811108
286,1.6898416706192076,0.3539768507534439,1.2402495486086405,0.3399739288976383,0.2798944700106785
287,1.689825262840361,0.3538886084861713,1.2403871944410372,0.3400694675901877,0.27985663365213576
288,1.689825262805127,0.3538886085309571,1.2403871944321347,0.34006946755464895,0.27985663365498187
289,1.689798733782062,0.3539927165366743,1.240325179070124,0.3399704051265321,0.27989004003658513
290,1.6898170812717228,0.3539395064641595,1.2402861631420443,0.3400018832165477,0.2798651634149452
291,1.6898543154018246,0.35391595301337864,1.2402391152398244,0.34001707355186095,0.27986631025435094
292,1.6899827393521847,0.35391668818512034,1.2401799384122008,0.3400172588171521,0.27994495780319734
293,1.6897669556377832,0.3540307966959529,1.2403283582282165,0.3399341808179072,0.2798842285443361
294,1.6898457895821153,0.3539785933209556,1.2402564538591507,0.3399730645378057,0.2799004923036804
295,1.689875584533956,0.3538811139088172,1.240329427435416,0.3400725115542272,0.27987307208019235
296,1.689871200762778,0.3539149920723208,1.2403396088886507,0.3400375076257697,0.27989467599671863
297,1.6898392874678696,0.35395230097878116,1.2403215090533062,0.3399968851125189,0.2798937846139321
298,1.6898303751416122,0.35389853311220076,1.2404299026841041,0.3400633938365855,0.2798768261380881
299,1.689824256347156,0.35386672203854386,1.2403591515004277,0.34008807615566017,0.2798377422909964
