parameter,value,relative_deviation_pct,rss,profile_chi2
beta,0.2797241955758306,-0.05499999999999999,2.781104769064452e-05,119.37178008685484
beta,0.279738189482258,-0.05,2.7364507974232862e-05,98.6533139882396
beta,0.2797521833886853,-0.044999999999999984,2.696050229008465e-05,79.90833394942919
beta,0.2797661772951126,-0.039999999999999994,2.659902928191705e-05,63.13677704186684
beta,0.2797801712015399,-0.035,2.6280087593240423e-05,48.338580327400315
beta,0.2797941651079673,-0.029999999999999992,2.600367586737569e-05,35.513680859088076
beta,0.2798081590143946,-0.025,2.5769792747439955e-05,24.662015680531482
beta,0.2798221529208219,-0.019999999999999987,2.5578436876344283e-05,15.783521825772599
beta,0.2798361468272492,-0.014999999999999996,2.542960689679675e-05,8.878136319435047
beta,0.2798501407336766,-0.010000000000000005,2.5323301451312945e-05,3.9457961772113426
beta,0.2798641346401039,-0.004999999999999991,2.5259519182198203e-05,0.9864384050388333
beta,0.2798781285465312,0.0,2.5238258731564325e-05,-1.2466110983090768e-10
beta,0.2798921224529586,0.005000000000000013,2.525951874131726e-05,0.9864179491274054
beta,0.27990611635938584,0.010000000000000026,2.5323297853157396e-05,3.945629230664297
beta,0.2799201102658132,0.014999999999999996,2.542959470859789e-05,8.877570813667829
beta,0.2799341041722405,0.02000000000000001,2.5578407948931436e-05,15.782179657091158
beta,0.2799480980786679,0.025000000000000022,2.5769736215268453e-05,24.65939271142998
beta,0.27996209198509514,0.029999999999999992,2.6003578148506407e-05,35.50914691729954
beta,0.2799760858915225,0.035,2.627993238934078e-05,48.33137920594365
beta,0.2799900797979498,0.04000000000000002,2.6598797578279495e-05,63.1260264999034
beta,0.2800040737043772,0.044999999999999984,2.6960172355614464e-05,79.89302571169783
beta,0.28001806761080444,0.05,2.736405536144134e-05,98.63231374473988
beta,0.2800320615172318,0.055000000000000014,2.781044523565661e-05,119.34382749320152
beta,0.2800460554236591,0.060000000000000026,2.8299340617958522e-05,142.02750384205686
beta,0.2800600493300865,0.065,2.883074014783925e-05,166.68327966671882
beta,0.28007404323651375,0.07,2.940464246458404e-05,193.31109183299904
beta,0.2800880371429411,0.07500000000000002,3.002104620729258e-05,221.91087719809988
beta,0.2801020310493684,0.07999999999999999,3.06799500148511e-05,252.48257260931967
beta,0.2801160249557958,0.085,3.1381352525965216e-05,285.02611490557683
beta,0.28013001886222305,0.09000000000000002,3.212525237908515e-05,319.5414409139395
beta,0.2801440127686504,0.09499999999999999,3.291164821254511e-05,356.02848745609384
beta,0.28015800667507773,0.1,3.374053866440451e-05,394.487191340975
beta,0.28017200058150504,0.10500000000000001,3.461192237256584e-05,434.91748937023874
beta,0.2801859944879324,0.11000000000000003,3.552579797470473e-05,477.3193183350134
beta,0.2801999883943597,0.11499999999999999,3.64821641082981e-05,521.6926150172089
beta,0.2802139823007871,0.12000000000000001,3.748101941065174e-05,568.0373161907946
beta,0.28022797620721435,0.12500000000000003,3.852236251883226e-05,616.3533586186426
beta,0.2802419701136417,0.13,3.960619206973659e-05,666.6406790557511
beta,0.280255964020069,0.135,4.073250670003006e-05,718.8992142463748
beta,0.2802699579264964,0.14,4.1901305046214055e-05,773.1289009271594
beta,0.28028395183292365,0.14500000000000005,4.311258574455468e-05,829.3296758238358
beta,0.280297945739351,0.15,4.4366347431147926e-05,887.5014756542408
beta,0.28031193964577833,0.15500000000000003,4.566258874185398e-05,947.6442371252713
beta,0.2803259335522057,0.16000000000000003,4.700130831237993e-05,1009.7578969367205
beta,0.28033992745863295,0.165,4.838250477816595e-05,1073.8423917759967
beta,0.2803539213650603,0.17,4.9806176774529284e-05,1139.897658324806
beta,0.28036791527148763,0.17500000000000002,5.1272322936531716e-05,1207.9236332529997
beta,0.280381909177915,0.18,5.2780941899053435e-05,1277.9202532220054
beta,0.28039590308434226,0.185,5.4332032296761905e-05,1349.8874548833794
beta,0.2804098969907696,0.19000000000000003,5.592559276416023e-05,1423.8251748810528
beta,0.28042389089719694,0.19500000000000003,5.7561621935489274e-05,1499.7333498467892
beta,0.28043788480362425,0.2,5.924011844486203e-05,1577.6119164064187
