run_id,N_params_B,D_tokens_B,C_FLOPs_1e21,steps,batch_tokens_M,lr,wd,precision,train_loss,val_loss,ppl
cerebras_0.111B,0.111,1247.0,0.830637,87000,14.3,0.0006,0.1,bf16,3.6297,3.6177,37.25
cerebras_0.111B,0.111,1262.0,0.840185,88000,14.3,0.0006,0.1,bf16,3.659,3.6181,37.27
cerebras_0.111B,0.111,1276.0,0.849732,89000,14.3,0.0006,0.1,bf16,3.6141,3.5926,36.33
cerebras_0.111B,0.111,1290.0,0.85928,90000,14.3,0.0006,0.1,bf16,3.605,3.5969,36.48
cerebras_0.111B,0.111,1305.0,0.868827,91000,14.3,0.0006,0.1,bf16,3.6102,3.611,37.0
cerebras_0.111B,0.111,1319.0,0.878375,92000,14.3,0.0006,0.1,bf16,3.6018,3.5849,36.05
cerebras_0.111B,0.111,1333.0,0.887922,93000,14.3,0.0006,0.1,bf16,3.6246,3.6034,36.72
cerebras_0.111B,0.111,1348.0,0.89747,94000,14.3,0.0006,0.1,bf16,3.5887,3.5631,35.27
cerebras_0.111B,0.111,1362.0,0.907017,95000,14.3,0.0006,0.1,bf16,3.6117,3.5785,35.82
cerebras_0.111B,0.111,1376.0,0.916565,96000,14.3,0.0006,0.1,bf16,3.5834,3.5532,34.92
cerebras_0.111B,0.111,1391.0,0.926113,97000,14.3,0.0006,0.1,bf16,3.5938,3.58,35.87
cerebras_0.111B,0.111,1405.0,0.93566,98000,14.3,0.0006,0.1,bf16,3.5691,3.5553,35.0
cerebras_0.111B,0.111,1419.0,0.945208,99000,14.3,0.0006,0.1,bf16,3.6018,3.5734,35.64
cerebras_0.111B,0.111,1434.0,0.954755,100000,14.3,0.0006,0.1,bf16,3.5827,3.5537,34.94
cerebras_0.111B,0.111,1448.0,0.964303,101000,14.3,0.0006,0.1,bf16,3.5865,3.5694,35.49
cerebras_0.111B,0.111,1462.0,0.97385,102000,14.3,0.0006,0.1,bf16,3.5813,3.5651,35.34
cerebras_0.111B,0.111,1477.0,0.983398,103000,14.3,0.0006,0.1,bf16,3.5645,3.5457,34.66
cerebras_0.111B,0.111,1491.0,0.992945,104000,14.3,0.0006,0.1,bf16,3.5491,3.5496,34.8
cerebras_0.111B,0.111,1505.0,1.002493,105000,14.3,0.0006,0.1,bf16,3.5288,3.5322,34.2
cerebras_0.111B,0.111,1520.0,1.012041,106000,14.3,0.0006,0.1,bf16,3.5799,3.5472,34.72
cerebras_0.111B,0.111,1534.0,1.021588,107000,14.3,0.0006,0.1,bf16,3.5534,3.553,34.92
cerebras_0.111B,0.111,1548.0,1.031136,108000,14.3,0.0006,0.1,bf16,3.5434,3.5352,34.3
cerebras_0.111B,0.111,1563.0,1.040683,109000,14.3,0.0006,0.1,bf16,3.5318,3.5175,33.7
cerebras_0.111B,0.111,1577.0,1.050231,110000,14.3,0.0006,0.1,bf16,3.5557,3.5153,33.62
cerebras_0.111B,0.111,1591.0,1.059778,111000,14.3,0.0006,0.1,bf16,3.5206,3.5106,33.47
cerebras_0.111B,0.111,1606.0,1.069326,112000,14.3,0.0006,0.1,bf16,3.5421,3.5216,33.84
cerebras_0.111B,0.111,1620.0,1.078873,113000,14.3,0.0006,0.1,bf16,3.529,3.521,33.82
cerebras_0.111B,0.111,1634.0,1.088421,114000,14.3,0.0006,0.1,bf16,3.5432,3.5206,33.81
cerebras_0.111B,0.111,1649.0,1.097969,115000,14.3,0.0006,0.1,bf16,3.541,3.5229,33.88
cerebras_0.111B,0.111,1663.0,1.107516,116000,14.3,0.0006,0.1,bf16,3.5284,3.5229,33.88
cerebras_0.111B,0.111,1677.0,1.117064,117000,14.3,0.0006,0.1,bf16,3.5524,3.524,33.92
cerebras_0.111B,0.111,1692.0,1.126611,118000,14.3,0.0006,0.1,bf16,3.5357,3.5111,33.49
cerebras_0.111B,0.111,1706.0,1.136159,119000,14.3,0.0006,0.1,bf16,3.5439,3.5154,33.63
cerebras_0.111B,0.111,1720.0,1.145706,120000,14.3,0.0006,0.1,bf16,3.5227,3.4917,32.84
cerebras_0.111B,0.111,1735.0,1.155254,121000,14.3,0.0006,0.1,bf16,3.5341,3.5025,33.2
cerebras_0.111B,0.111,1749.0,1.164801,122000,14.3,0.0006,0.1,bf16,3.5121,3.502,33.18
cerebras_0.111B,0.111,1763.0,1.174349,123000,14.3,0.0006,0.1,bf16,3.5081,3.4839,32.59
cerebras_0.111B,0.111,1778.0,1.183897,124000,14.3,0.0006,0.1,bf16,3.5094,3.5044,33.26
cerebras_0.111B,0.111,1792.0,1.193444,125000,14.3,0.0006,0.1,bf16,3.5175,3.487,32.69
cerebras_0.111B,0.111,1806.0,1.202992,126000,14.3,0.0006,0.1,bf16,3.5222,3.4845,32.6
cerebras_0.111B,0.111,1821.0,1.212539,127000,14.3,0.0006,0.1,bf16,3.5251,3.493,32.88
cerebras_0.111B,0.111,1835.0,1.222087,128000,14.3,0.0006,0.1,bf16,3.5148,3.4765,32.35
cerebras_0.111B,0.111,1849.0,1.231634,129000,14.3,0.0006,0.1,bf16,3.5134,3.4894,32.77
cerebras_0.111B,0.111,1864.0,1.241182,130000,14.3,0.0006,0.1,bf16,3.5107,3.4875,32.7
cerebras_0.111B,0.111,1878.0,1.250729,131000,14.3,0.0006,0.1,bf16,3.5112,3.4917,32.84
cerebras_0.111B,0.111,1892.0,1.260277,132000,14.3,0.0006,0.1,bf16,3.4913,3.4726,32.22
cerebras_0.111B,0.111,1907.0,1.269824,133000,14.3,0.0006,0.1,bf16,3.4968,3.4755,32.31
cerebras_0.111B,0.111,1921.0,1.279372,134000,14.3,0.0006,0.1,bf16,3.4833,3.4517,31.55
cerebras_0.111B,0.111,1935.0,1.28892,135000,14.3,0.0006,0.1,bf16,3.4746,3.4589,31.78
cerebras_0.111B,0.111,1950.0,1.298467,136000,14.3,0.0006,0.1,bf16,3.4911,3.4629,31.91
cerebras_0.111B,0.111,1964.0,1.308015,137000,14.3,0.0006,0.1,bf16,3.4491,3.4425,31.27
cerebras_0.111B,0.111,1978.0,1.317562,138000,14.3,0.0006,0.1,bf16,3.521,3.4873,32.7
cerebras_0.111B,0.111,1993.0,1.32711,139000,14.3,0.0006,0.1,bf16,3.496,3.4783,32.4
cerebras_0.111B,0.111,2007.0,1.336657,140000,14.3,0.0006,0.1,bf16,3.4894,3.471,32.17
cerebras_0.111B,0.111,2021.0,1.346205,141000,14.3,0.0006,0.1,bf16,3.4537,3.4516,31.55
cerebras_0.111B,0.111,2036.0,1.355752,142000,14.3,0.0006,0.1,bf16,3.4709,3.4533,31.6
cerebras_0.111B,0.111,2050.0,1.3653,143000,14.3,0.0006,0.1,bf16,3.4398,3.4291,30.85
cerebras_0.111B,0.111,2050.0,1.3653,144000,14.3,0.0006,0.1,bf16,3.4578,3.449,31.47
cerebras_0.111B,0.111,2050.0,1.3653,145000,14.3,0.0006,0.1,bf16,3.4769,3.4599,31.81
cerebras_0.111B,0.111,2050.0,1.3653,146000,14.3,0.0006,0.1,bf16,3.4875,3.4553,31.67
cerebras_0.111B,0.111,2050.0,1.3653,147000,14.3,0.0006,0.1,bf16,3.4626,3.4559,31.69
cerebras_0.256B,0.256,14.0,0.02202,1000,14.3,0.0006,0.1,bf16,6.3497,6.3352,564.1
cerebras_0.256B,0.256,29.0,0.044039,2000,14.3,0.0006,0.1,bf16,5.5949,5.5767,264.19
cerebras_0.256B,0.256,43.0,0.066059,3000,14.3,0.0006,0.1,bf16,5.2766,5.2522,190.99
cerebras_0.256B,0.256,57.0,0.088078,4000,14.3,0.0006,0.1,bf16,5.0095,4.9889,146.78
cerebras_0.256B,0.256,72.0,0.110098,5000,14.3,0.0006,0.1,bf16,4.8745,4.8609,129.14
cerebras_0.256B,0.256,86.0,0.132117,6000,14.3,0.0006,0.1,bf16,4.7385,4.7174,111.88
cerebras_0.256B,0.256,100.0,0.154137,7000,14.3,0.0006,0.1,bf16,4.6473,4.6157,101.06
cerebras_0.256B,0.256,115.0,0.176157,8000,14.3,0.0006,0.1,bf16,4.536,4.5286,92.63
cerebras_0.256B,0.256,129.0,0.198176,9000,14.3,0.0006,0.1,bf16,4.4615,4.4388,84.67
cerebras_0.256B,0.256,143.0,0.220196,10000,14.3,0.0006,0.1,bf16,4.383,4.3626,78.46
cerebras_0.256B,0.256,158.0,0.242215,11000,14.3,0.0006,0.1,bf16,4.3593,4.3339,76.24
cerebras_0.256B,0.256,172.0,0.264235,12000,14.3,0.0006,0.1,bf16,4.2986,4.2775,72.06
cerebras_0.256B,0.256,186.0,0.286255,13000,14.3,0.0006,0.1,bf16,4.2408,4.2283,68.6
cerebras_0.256B,0.256,201.0,0.308274,14000,14.3,0.0006,0.1,bf16,4.2236,4.209,67.29
cerebras_0.256B,0.256,215.0,0.330294,15000,14.3,0.0006,0.1,bf16,4.1957,4.1641,64.33
cerebras_0.256B,0.256,229.0,0.352313,16000,14.3,0.0006,0.1,bf16,4.1811,4.1461,63.19
cerebras_0.256B,0.256,244.0,0.374333,17000,14.3,0.0006,0.1,bf16,4.0915,4.0865,59.53
cerebras_0.256B,0.256,258.0,0.396352,18000,14.3,0.0006,0.1,bf16,4.0767,4.0612,58.04
cerebras_0.256B,0.256,272.0,0.418372,19000,14.3,0.0006,0.1,bf16,4.0543,4.0367,56.64
cerebras_0.256B,0.256,287.0,0.440392,20000,14.3,0.0006,0.1,bf16,4.0123,4.0105,55.18
cerebras_0.256B,0.256,301.0,0.462411,21000,14.3,0.0006,0.1,bf16,4.0315,3.9922,54.17
cerebras_0.256B,0.256,315.0,0.484431,22000,14.3,0.0006,0.1,bf16,4.0136,3.9872,53.91
cerebras_0.256B,0.256,330.0,0.50645,23000,14.3,0.0006,0.1,bf16,3.9656,3.9532,52.1
cerebras_0.256B,0.256,344.0,0.52847,24000,14.3,0.0006,0.1,bf16,3.9619,3.9191,50.36
cerebras_0.256B,0.256,358.0,0.55049,25000,14.3,0.0006,0.1,bf16,3.9429,3.9095,49.87
cerebras_0.256B,0.256,373.0,0.572509,26000,14.3,0.0006,0.1,bf16,3.9149,3.8888,48.85
cerebras_0.256B,0.256,387.0,0.594529,27000,14.3,0.0006,0.1,bf16,3.9068,3.8797,48.41
cerebras_0.256B,0.256,401.0,0.616548,28000,14.3,0.0006,0.1,bf16,3.8598,3.8418,46.61
cerebras_0.256B,0.256,416.0,0.638568,29000,14.3,0.0006,0.1,bf16,3.8838,3.8636,47.64
cerebras_0.256B,0.256,430.0,0.660587,30000,14.3,0.0006,0.1,bf16,3.8568,3.8376,46.42
cerebras_0.256B,0.256,444.0,0.682607,31000,14.3,0.0006,0.1,bf16,3.8072,3.7951,44.48
cerebras_0.256B,0.256,459.0,0.704627,32000,14.3,0.0006,0.1,bf16,3.7798,3.7779,43.73
cerebras_0.256B,0.256,473.0,0.726646,33000,14.3,0.0006,0.1,bf16,3.791,3.7783,43.74
cerebras_0.256B,0.256,487.0,0.748666,34000,14.3,0.0006,0.1,bf16,3.7655,3.7533,42.66
cerebras_0.256B,0.256,502.0,0.770685,35000,14.3,0.0006,0.1,bf16,3.7754,3.7502,42.53
cerebras_0.256B,0.256,516.0,0.792705,36000,14.3,0.0006,0.1,bf16,3.7725,3.751,42.56
cerebras_0.256B,0.256,530.0,0.814724,37000,14.3,0.0006,0.1,bf16,3.766,3.7451,42.31
cerebras_0.256B,0.256,545.0,0.836744,38000,14.3,0.0006,0.1,bf16,3.7355,3.7255,41.49
cerebras_0.256B,0.256,559.0,0.858764,39000,14.3,0.0006,0.1,bf16,3.7237,3.7042,40.62
cerebras_0.256B,0.256,573.0,0.880783,40000,14.3,0.0006,0.1,bf16,3.7353,3.6973,40.34
cerebras_0.256B,0.256,588.0,0.902803,41000,14.3,0.0006,0.1,bf16,3.7253,3.6983,40.38
cerebras_0.256B,0.256,602.0,0.924822,42000,14.3,0.0006,0.1,bf16,3.7046,3.6804,39.66
cerebras_0.256B,0.256,616.0,0.946842,43000,14.3,0.0006,0.1,bf16,3.7031,3.6897,40.03
cerebras_0.256B,0.256,631.0,0.968862,44000,14.3,0.0006,0.1,bf16,3.6826,3.6772,39.54
cerebras_0.256B,0.256,645.0,0.990881,45000,14.3,0.0006,0.1,bf16,3.6915,3.6611,38.9
cerebras_0.256B,0.256,659.0,1.012901,46000,14.3,0.0006,0.1,bf16,3.6868,3.6571,38.75
cerebras_0.256B,0.256,674.0,1.03492,47000,14.3,0.0006,0.1,bf16,3.6388,3.622,37.41
cerebras_0.256B,0.256,688.0,1.05694,48000,14.3,0.0006,0.1,bf16,3.6783,3.6474,38.38
cerebras_0.256B,0.256,702.0,1.078959,49000,14.3,0.0006,0.1,bf16,3.6279,3.6151,37.15
cerebras_0.256B,0.256,717.0,1.100979,50000,14.3,0.0006,0.1,bf16,3.6382,3.6191,37.3
cerebras_0.256B,0.256,731.0,1.122999,51000,14.3,0.0006,0.1,bf16,3.6174,3.6045,36.76
cerebras_0.256B,0.256,745.0,1.145018,52000,14.3,0.0006,0.1,bf16,3.6309,3.6023,36.68
cerebras_0.256B,0.256,760.0,1.167038,53000,14.3,0.0006,0.1,bf16,3.6193,3.5921,36.31
cerebras_0.256B,0.256,774.0,1.189057,54000,14.3,0.0006,0.1,bf16,3.6321,3.5851,36.06
cerebras_0.256B,0.256,788.0,1.211077,55000,14.3,0.0006,0.1,bf16,3.6195,3.5854,36.07
cerebras_0.256B,0.256,803.0,1.233097,56000,14.3,0.0006,0.1,bf16,3.5675,3.5539,34.95
cerebras_0.256B,0.256,817.0,1.255116,57000,14.3,0.0006,0.1,bf16,3.5751,3.5631,35.27
cerebras_0.256B,0.256,831.0,1.277136,58000,14.3,0.0006,0.1,bf16,3.5521,3.5356,34.31
cerebras_0.256B,0.256,846.0,1.299155,59000,14.3,0.0006,0.1,bf16,3.5941,3.5695,35.5
cerebras_0.256B,0.256,860.0,1.321175,60000,14.3,0.0006,0.1,bf16,3.5822,3.5519,34.88
cerebras_0.256B,0.256,874.0,1.343194,61000,14.3,0.0006,0.1,bf16,3.5698,3.5381,34.4
cerebras_0.256B,0.256,889.0,1.365214,62000,14.3,0.0006,0.1,bf16,3.5624,3.5355,34.31
cerebras_0.256B,0.256,903.0,1.387234,63000,14.3,0.0006,0.1,bf16,3.539,3.5182,33.72
cerebras_0.256B,0.256,917.0,1.409253,64000,14.3,0.0006,0.1,bf16,3.5401,3.5273,34.03
cerebras_0.256B,0.256,932.0,1.431273,65000,14.3,0.0006,0.1,bf16,3.5102,3.5062,33.32
cerebras_0.256B,0.256,946.0,1.453292,66000,14.3,0.0006,0.1,bf16,3.5389,3.5165,33.67
cerebras_0.256B,0.256,960.0,1.475312,67000,14.3,0.0006,0.1,bf16,3.5421,3.5163,33.66
cerebras_0.256B,0.256,975.0,1.497331,68000,14.3,0.0006,0.1,bf16,3.5454,3.5221,33.86
cerebras_0.256B,0.256,989.0,1.519351,69000,14.3,0.0006,0.1,bf16,3.5293,3.5056,33.3
cerebras_0.256B,0.256,1003.0,1.541371,70000,14.3,0.0006,0.1,bf16,3.5086,3.4931,32.89
cerebras_0.256B,0.256,1018.0,1.56339,71000,14.3,0.0006,0.1,bf16,3.5141,3.4933,32.89
cerebras_0.256B,0.256,1032.0,1.58541,72000,14.3,0.0006,0.1,bf16,3.4929,3.4711,32.17
cerebras_0.256B,0.256,1047.0,1.607429,73000,14.3,0.0006,0.1,bf16,3.4879,3.4659,32.01
cerebras_0.256B,0.256,1061.0,1.629449,74000,14.3,0.0006,0.1,bf16,3.5112,3.4839,32.59
cerebras_0.256B,0.256,1075.0,1.651469,75000,14.3,0.0006,0.1,bf16,3.4593,3.4539,31.62
cerebras_0.256B,0.256,1090.0,1.673488,76000,14.3,0.0006,0.1,bf16,3.4545,3.4381,31.13
cerebras_0.256B,0.256,1104.0,1.695508,77000,14.3,0.0006,0.1,bf16,3.4602,3.4586,31.77
cerebras_0.256B,0.256,1118.0,1.717527,78000,14.3,0.0006,0.1,bf16,3.4501,3.4478,31.43
cerebras_0.256B,0.256,1133.0,1.739547,79000,14.3,0.0006,0.1,bf16,3.475,3.4434,31.29
cerebras_0.256B,0.256,1147.0,1.761566,80000,14.3,0.0006,0.1,bf16,3.4834,3.4474,31.42
cerebras_0.256B,0.256,1161.0,1.783586,81000,14.3,0.0006,0.1,bf16,3.4643,3.4489,31.47
cerebras_0.256B,0.256,1176.0,1.805606,82000,14.3,0.0006,0.1,bf16,3.4828,3.454,31.63
cerebras_0.256B,0.256,1190.0,1.827625,83000,14.3,0.0006,0.1,bf16,3.4324,3.416,30.45
cerebras_0.256B,0.256,1204.0,1.849645,84000,14.3,0.0006,0.1,bf16,3.4399,3.4221,30.63
cerebras_0.256B,0.256,1219.0,1.871664,85000,14.3,0.0006,0.1,bf16,3.4604,3.4291,30.85
cerebras_0.256B,0.256,1233.0,1.893684,86000,14.3,0.0006,0.1,bf16,3.4418,3.4248,30.72
cerebras_0.256B,0.256,1247.0,1.915703,87000,14.3,0.0006,0.1,bf16,3.4445,3.4275,30.8
cerebras_0.256B,0.256,1262.0,1.937723,88000,14.3,0.0006,0.1,bf16,3.439,3.4211,30.6
cerebras_0.256B,0.256,1276.0,1.959743,89000,14.3,0.0006,0.1,bf16,3.4447,3.4238,30.69
cerebras_0.256B,0.256,1290.0,1.981762,90000,14.3,0.0006,0.1,bf16,3.409,3.4016,30.01
cerebras_0.256B,0.256,1305.0,2.003782,91000,14.3,0.0006,0.1,bf16,3.4201,3.405,30.11
cerebras_0.256B,0.256,1319.0,2.025801,92000,14.3,0.0006,0.1,bf16,3.4404,3.4141,30.39
cerebras_0.256B,0.256,1333.0,2.047821,93000,14.3,0.0006,0.1,bf16,3.4163,3.3994,29.95
cerebras_0.256B,0.256,1348.0,2.069841,94000,14.3,0.0006,0.1,bf16,3.4097,3.3995,29.95
cerebras_0.256B,0.256,1362.0,2.09186,95000,14.3,0.0006,0.1,bf16,3.377,3.3695,29.06
