domain,metric,mean,std,cv
book,rps_doc_frac_no_alph_words,23.246071157796525,2.8567634210885053,0.12289231163823451
book,rps_doc_frac_chars_top_2gram,0.7990278104819106,0.44230966423178586,0.5535597865674031
book,rps_doc_frac_chars_top_3gram,0.3004030967593237,0.4750293830245446,1.5813065449359454
book,rps_lines_uppercase_letter_fraction,46.830913531823555,11.376126795205236,0.2429191731968817
book,rps_lines_ending_with_terminal_punctution_mark,74.61286815847856,22.23742389428392,0.29803738206459757
book,rps_lines_numerical_chars_fraction,3.334215917476763,4.27016303525388,1.2807098103248857
book,rps_doc_mean_word_length,4.575859890567466,0.3517632480889055,0.07687369292360093
c4,dsir_books,-1776.929099528758,1622.6006562986727,0.9131487895206325
c4,dsir_wiki,-1847.1408327445702,1724.9256787562872,0.9338354976395115
c4,dsir_math,-1890.5975193403722,1776.9910097350078,0.9399097330641788
c4,fineweb_edu,1.0990227665238081,0.7055798979903748,0.6420066257791119
c4,fluency_en,0.8651950045312519,0.2666209716246585,0.30816286528273384
c4,qurater,0.5258342369588492,0.2839507152507247,0.5400004322520865
c4,ad_en,0.7520745915588541,0.3306229436020296,0.439614563918101
c4,modernbert_professionalism,0.3373684524368176,0.1790824361325049,0.5308215241792458
c4,modernbert_readability,0.7488760363581399,0.2485252953285972,0.331864398461995
c4,modernbert_reasoning,0.281224113667494,0.18459439190062926,0.6563960305298886
c4,modernbert_cleanliness,0.8020404177306575,0.21089906113417525,0.2629531585588991
c4,rps_doc_word_count,383.8255,656.837479440074,1.7112919267742088
c4,rps_doc_num_sentences,24.4251,40.02385015023024,1.6386360813356031
c4,rps_doc_unigram_entropy,4.518400841900999,0.6106740517432497,0.13515269519255943
c4,rps_doc_frac_unique_words,60.567389556083384,14.651011635568317,0.24189603915489816
c4,rps_doc_frac_no_alph_words,20.66200678991614,3.0417029878707584,0.14721236996956302
c4,rps_doc_frac_chars_top_2gram,3.4612611852463444,3.505780066733513,1.0128620404830848
c4,rps_doc_frac_chars_top_3gram,2.8267116641237044,3.983148460759899,1.409110278672408
c4,rps_lines_uppercase_letter_fraction,4.270051969321338,4.213110378989282,0.986664895242222
c4,rps_lines_ending_with_terminal_punctution_mark,100.0,0.0,0.0
c4,rps_lines_numerical_chars_fraction,1.242977948675416,2.304562169962114,1.8540652088140253
c4,rps_doc_mean_word_length,4.886565365206372,1.0410806673582376,0.21304957358618493
commoncrawl,dsir_books,-3968.216792296445,5862.87122666619,1.4774573904449635
commoncrawl,dsir_wiki,-4057.7310654888647,5794.921509660134,1.428118674237958
commoncrawl,dsir_math,-4335.098949038725,6024.517677496767,1.3897070743523992
commoncrawl,fineweb_edu,1.3985750741074132,0.6503674078742757,0.46502144926996336
commoncrawl,fluency_en,0.8459134794361853,0.2564192780842322,0.3031270742430298
commoncrawl,qurater,0.5861023011235517,0.2638416360870012,0.4501631124484918
commoncrawl,ad_en,0.8897299977374866,0.1861975446327493,0.20927421252091646
commoncrawl,modernbert_professionalism,0.4342438629556595,0.20296329840850824,0.4673947422700428
commoncrawl,modernbert_readability,0.8933339915031896,0.12666369013582618,0.14178760837555562
commoncrawl,modernbert_reasoning,0.383398913552758,0.24531222322255358,0.6398354678404615
commoncrawl,modernbert_cleanliness,0.7968124551856448,0.19677574628229952,0.24695365264647356
commoncrawl,rps_doc_word_count,1190.7588174273858,2327.5008337613813,1.9546366566404332
commoncrawl,rps_doc_num_sentences,68.86421161825726,148.71423736816962,2.159528641561367
commoncrawl,rps_doc_unigram_entropy,5.23388212876971,0.49366169859329834,0.09432036993720753
commoncrawl,rps_doc_frac_unique_words,48.17922008185555,11.03536858349312,0.22904830266542808
commoncrawl,rps_doc_frac_no_alph_words,21.228087329792967,3.557269199700905,0.16757370291709642
commoncrawl,rps_doc_frac_chars_top_2gram,2.4289351528756336,2.2085475401810775,0.9092657486414828
commoncrawl,rps_doc_frac_chars_top_3gram,2.1999878602240996,2.3664834387676,1.0756802260384022
commoncrawl,rps_lines_uppercase_letter_fraction,8.346239241190013,4.56107543891889,0.5464827100101877
commoncrawl,rps_lines_ending_with_terminal_punctution_mark,51.565893042573705,22.996563579104073,0.44596461386051645
commoncrawl,rps_lines_numerical_chars_fraction,2.7870461879787114,3.281083411855329,1.1772619434896827
commoncrawl,rps_doc_mean_word_length,4.992808170707581,0.4570202329712478,0.09153570843209041
github,dsir_books,-5256.554149208043,13711.044354725604,2.608371181107555
github,dsir_wiki,-5287.766976556152,13928.769739775214,2.634149689562687
github,dsir_math,-4882.493004720728,12686.063203047974,2.5982757560087073
github,fineweb_edu,1.1413132082864643,0.46087747884147706,0.40381332266663733
github,fluency_en,0.5468386214878275,0.28709413217694896,0.5250070512500179
github,qurater,0.39183775493941486,0.16588877782832998,0.4233608827561279
github,ad_en,0.9754623643616893,0.0617159863374045,0.06326844437282768
github,modernbert_professionalism,0.8504963197235609,0.17555821907954466,0.20641855233025208
github,modernbert_readability,0.5690241826522111,0.20719903678155394,0.3641304589478132
github,modernbert_reasoning,0.23103366111168716,0.1976843089501711,0.8556515444500783
github,modernbert_cleanliness,0.4119002070416551,0.1778803922655252,0.4318531266179634
github,rps_doc_word_count,348.1086,1236.2956688851298,3.5514654590123014
github,rps_doc_num_sentences,70.0515,242.46899960474727,3.4612963263420093
github,rps_doc_unigram_entropy,3.8611969520490006,0.9760257221480588,0.25277802046075803
github,rps_doc_frac_unique_words,60.252057297137156,19.984312953365297,0.3316785160515148
github,rps_doc_frac_no_alph_words,35.252816229833684,8.573350986788457,0.24319620114585394
github,rps_doc_frac_chars_top_2gram,3.7242,5.0808184214340075,1.364271097533432
github,rps_doc_frac_chars_top_3gram,3.1108,5.093949174444046,1.6375045565269533
github,rps_lines_uppercase_letter_fraction,22.78594239941621,11.753428281382533,0.515819274680676
github,rps_lines_ending_with_terminal_punctution_mark,24.489913419030092,14.221973069068795,0.5807277806877623
github,rps_lines_numerical_chars_fraction,1.4657890379765526,2.4337175180842108,1.6603463766135367
github,rps_doc_mean_word_length,9.78758285695524,3.9558430428130964,0.4041695585751287
stackexchange,dsir_books,-2776.549366457839,2760.8636214581006,0.9943506334916172
stackexchange,dsir_wiki,-2847.185286469964,2770.211004051352,0.9729647793614278
stackexchange,dsir_math,-2615.780631133604,2500.2468286181543,0.9558319986239134
stackexchange,fineweb_edu,1.555039141703397,0.5441350628569884,0.349917277491125
stackexchange,fluency_en,0.782118137451027,0.2512847200797892,0.3212874219983469
stackexchange,qurater,0.4900591065294596,0.16862041517509585,0.344081791213402
stackexchange,ad_en,0.9895803698268577,0.031246881243937145,0.03157589034370626
stackexchange,modernbert_professionalism,0.7710865093741737,0.13940955003985214,0.1807962509329844
stackexchange,modernbert_readability,0.7227562076041749,0.18869654714313522,0.26107910960548525
stackexchange,modernbert_reasoning,0.5327671503385802,0.20321869283110208,0.38143998311824223
stackexchange,modernbert_cleanliness,0.828429291290158,0.10560390566258894,0.12747485726648589
stackexchange,rps_doc_word_count,288.6055,280.49844885084616,0.9719095750110311
stackexchange,rps_doc_num_sentences,33.8211,58.21889932671247,1.7213780547265602
stackexchange,rps_doc_unigram_entropy,4.5006941841220005,0.4391210932521175,0.09756741411164813
stackexchange,rps_doc_frac_unique_words,55.19300469270658,10.81103182431483,0.19587684860620466
stackexchange,rps_doc_frac_no_alph_words,30.893371220875387,10.06172955803283,0.32569218445262715
stackexchange,rps_doc_frac_chars_top_2gram,3.5227506204163044,3.676701868858082,1.0437020002351414
stackexchange,rps_doc_frac_chars_top_3gram,3.5469824882454457,4.438090668812067,1.2512299351687575
stackexchange,rps_lines_uppercase_letter_fraction,28.671208564057107,10.467650656069212,0.36509275961222304
stackexchange,rps_lines_ending_with_terminal_punctution_mark,47.55463076214624,23.988726826118526,0.504445654222463
stackexchange,rps_lines_numerical_chars_fraction,3.3449107898685426,6.250113040619763,1.8685440160469562
stackexchange,rps_doc_mean_word_length,5.635204426636864,1.67166949899042,0.296647534397982
wikipedia,dsir_books,-2289.268483637866,4165.179186717662,1.8194367399400853
wikipedia,dsir_wiki,-2278.848788355412,4202.951245964638,1.8443309040253617
wikipedia,dsir_math,-2371.762326869745,4142.114122518308,1.7464288371529522
wikipedia,fineweb_edu,1.2111418139174581,0.6433718584148903,0.5312110035520063
wikipedia,fluency_en,0.6893546062770731,0.30774280337405,0.44642162476587355
wikipedia,qurater,0.43200092611848495,0.24852244763105083,0.5752822103045412
wikipedia,ad_en,0.9768335023711144,0.06106819489069068,0.06251648284222126
wikipedia,modernbert_professionalism,0.39426267527676206,0.17270330302333162,0.4380412193522971
wikipedia,modernbert_readability,0.797123269006973,0.17392006722152792,0.2181846572339949
wikipedia,modernbert_reasoning,0.2489720188154684,0.1457485707691363,0.5854014096144731
wikipedia,modernbert_cleanliness,0.7549126987171879,0.19440483779637166,0.2575196285964204
wikipedia,rps_doc_word_count,385.0453,767.1611267962921,1.9923918738815722
wikipedia,rps_doc_num_sentences,22.9534,47.988804121087426,2.0907056959355663
wikipedia,rps_doc_unigram_entropy,4.361842000374,0.8882836226297278,0.2036487388936975
wikipedia,rps_doc_frac_unique_words,62.39762244153228,14.275671870269091,0.22878550995505734
wikipedia,rps_doc_frac_no_alph_words,32.95267470336156,24.61568874157737,0.7470012362628118
wikipedia,rps_doc_frac_chars_top_2gram,5.147510372207906,5.944921021259621,1.1549119071924636
wikipedia,rps_doc_frac_chars_top_3gram,3.204,5.349041523910844,1.6694886154528228
wikipedia,rps_lines_uppercase_letter_fraction,35.54591339160852,8.76428311837891,0.24656232692132568
wikipedia,rps_lines_ending_with_terminal_punctution_mark,51.6001964105086,17.437253213598005,0.33792997753099313
wikipedia,rps_lines_numerical_chars_fraction,3.4192809113098614,4.395621713730087,1.2855398043462325
wikipedia,rps_doc_mean_word_length,5.768735831189921,0.8020258556401648,0.13902974223639053
